1,0.14285714285714285,0.1735357917570499,1.0,63.3875,17.2875
0,0.2857142857142857,0.3774403470715835,0.0,34.44252873563218,13.247126436781608
0,0.42857142857142855,0.18872017353579176,0.0,42.39080459770115,0.0
1,0.5714285714285714,0.049891540130151846,0.0,80.17391304347825,0.0
1,0.7142857142857143,0.06724511930585683,0.0,44.612903225806456,0.0
1,0.8571428571428571,0.0650759219088937,0.0,15.366666666666667,0.0
1,1.0,0.07809110629067245,0.0,76.83333333333333,12.805555555555555
1,0.2,0.2773722627737226,1.0,18.026315789473685,25.236842105263158
1,0.4,0.1678832116788321,0.0,17.869565217391305,5.9565217391304355
0,0.6,0.19708029197080293,0.0,15.222222222222221,0.0
0,0.8,0.20437956204379562,0.0,9.785714285714286,0.0
0,1.0,0.15328467153284672,0.0,39.14285714285714,6.523809523809524
1,0.041666666666666664,0.04084720121028744,1.0,48.96296296296297,0.0
1,0.08333333333333333,0.09984871406959153,0.0,50.07575757575757,20.03030303030303
1,0.125,0.04236006051437216,0.0,94.42857142857143,47.214285714285715
1,0.16666666666666666,0.0529500756429652,0.0,94.42857142857143,56.65714285714286
1,0.20833333333333334,0.04387291981845688,0.0,136.75862068965517,22.79310344827586
0,0.25,0.04387291981845688,0.0,22.79310344827586,22.79310344827586
1,0.2916666666666667,0.02723146747352496,0.0,110.16666666666667,0.0
1,0.3333333333333333,0.09833585476550681,0.0,71.18461538461538,71.18461538461538
1,0.375,0.024205748865355523,0.0,82.625,0.0
0,0.4166666666666667,0.037821482602118005,0.0,79.32,0.0
0,0.4583333333333333,0.06202723146747353,0.0,16.121951219512194,0.0
1,0.5,0.030257186081694403,0.0,132.2,0.0
1,0.5416666666666666,0.025718608169440244,0.0,38.88235294117647,0.0
0,0.5833333333333334,0.028744326777609682,0.0,69.57894736842105,0.0
0,0.625,0.04387291981845688,0.0,22.79310344827586,0.0
1,0.6666666666666666,0.025718608169440244,0.0,116.6470588235294,0.0
1,0.7083333333333334,0.037821482602118005,0.0,79.32,0.0
0,0.75,0.04387291981845688,0.0,22.79310344827586,0.0
0,0.7916666666666666,0.028744326777609682,0.0,34.78947368421053,0.0
0,0.8333333333333334,0.07413010590015129,0.0,53.95918367346938,0.0
0,0.875,0.03479576399394856,0.0,0.0,0.0
0,0.9166666666666666,0.030257186081694403,0.0,0.0,0.0
1,0.9583333333333334,0.01664145234493192,0.0,60.09090909090909,0.0
